epoch,accuracy,loss,val_accuracy,val_loss
0,0.22499999403953552,2.0683770179748535,0.10000000149011612,2.5680058002471924
1,0.2874999940395355,1.8095600605010986,0.30000001192092896,1.5044128894805908
2,0.375,1.515052080154419,0.25,1.6045938730239868
3,0.512499988079071,1.3076268434524536,0.10000000149011612,1.9402042627334595
4,0.5375000238418579,1.2552003860473633,0.20000000298023224,1.6379814147949219
5,0.699999988079071,1.0025107860565186,0.20000000298023224,1.563515305519104
6,0.7250000238418579,0.9061921238899231,0.20000000298023224,1.6658432483673096
0,0.23749999701976776,2.1772818565368652,0.20000000298023224,1.861318826675415
1,0.375,1.6717135906219482,0.30000001192092896,1.9200077056884766
2,0.4124999940395355,1.3845003843307495,0.30000001192092896,1.5779047012329102
3,0.44999998807907104,1.263689637184143,0.5,1.390302062034607
4,0.5874999761581421,1.188178300857544,0.4000000059604645,1.3759207725524902
5,0.574999988079071,1.1068588495254517,0.4000000059604645,1.4262831211090088
6,0.7250000238418579,0.9320850372314453,0.30000001192092896,1.452826738357544
7,0.7250000238418579,0.9131690859794617,0.3499999940395355,1.446637511253357
8,0.762499988079071,0.8574118614196777,0.44999998807907104,1.2999082803726196
9,0.762499988079071,0.7992161512374878,0.44999998807907104,1.2923163175582886
10,0.7875000238418579,0.7243798971176147,0.3499999940395355,1.3079220056533813
11,0.8500000238418579,0.6642542481422424,0.30000001192092896,1.3353450298309326
12,0.824999988079071,0.6564786434173584,0.30000001192092896,1.3019157648086548
13,0.9125000238418579,0.5767188668251038,0.4000000059604645,1.2923767566680908
14,0.8999999761581421,0.5523192286491394,0.4000000059604645,1.3123925924301147
0,0.25,2.5587470531463623,0.15000000596046448,2.606062650680542
1,0.25,1.9253793954849243,0.3499999940395355,1.4686558246612549
2,0.30000001192092896,1.688253402709961,0.4000000059604645,1.4617096185684204
3,0.512499988079071,1.247260332107544,0.44999998807907104,1.4739983081817627
4,0.5625,1.14402174949646,0.4000000059604645,1.5907567739486694
5,0.6625000238418579,1.0493035316467285,0.4000000059604645,1.4712345600128174
6,0.6875,0.8830386400222778,0.6499999761581421,1.3351614475250244
7,0.625,0.8521272540092468,0.5,1.369132161140442
8,0.7875000238418579,0.7767052054405212,0.5,1.5072214603424072
9,0.75,0.7953187823295593,0.6000000238418579,1.281817078590393
10,0.8125,0.7284544706344604,0.5,1.4784409999847412
11,0.800000011920929,0.6286841630935669,0.5,1.4280730485916138
12,0.8125,0.6253795623779297,0.6000000238418579,1.3237674236297607
13,0.8374999761581421,0.5715146064758301,0.44999998807907104,1.5127607583999634
14,0.887499988079071,0.4984263479709625,0.44999998807907104,1.4455105066299438
0,0.13750000298023224,2.3840603828430176,0.15000000596046448,2.1376054286956787
1,0.38749998807907104,1.6289513111114502,0.25,1.6451187133789062
2,0.4749999940395355,1.4408748149871826,0.3499999940395355,1.5672218799591064
3,0.5375000238418579,1.2220041751861572,0.25,1.6630386114120483
4,0.6625000238418579,1.0100032091140747,0.44999998807907104,1.614736557006836
5,0.7749999761581421,0.8849355578422546,0.3499999940395355,1.5989649295806885
6,0.7875000238418579,0.7881489396095276,0.25,1.7006895542144775
7,0.824999988079071,0.6927951574325562,0.4000000059604645,1.67743718624115
0,0.15000000596046448,1.827233910560608,0.20000000298023224,2.8373985290527344
1,0.3499999940395355,1.6730600595474243,0.0,2.186028242111206
2,0.4749999940395355,1.3245006799697876,0.10000000149011612,2.00339937210083
3,0.625,1.0763925313949585,0.0,2.2456862926483154
4,0.7250000238418579,0.8457567095756531,0.20000000298023224,2.1492342948913574
5,0.7250000238418579,0.8735381364822388,0.30000001192092896,2.1641571521759033
6,0.824999988079071,0.7169272303581238,0.20000000298023224,2.008519411087036
7,0.8500000238418579,0.5618501305580139,0.20000000298023224,2.1386120319366455
0,0.227027028799057,2.7933871746063232,0.23404255509376526,2.175990343093872
1,0.3567567467689514,1.955533742904663,0.5531914830207825,1.5851045846939087
2,0.44324323534965515,1.7202178239822388,0.4680851101875305,1.610892653465271
3,0.5189189314842224,1.5108256340026855,0.5531914830207825,1.5857692956924438
4,0.5945945978164673,1.3140250444412231,0.44680851697921753,1.455691933631897
5,0.5621621608734131,1.3198825120925903,0.44680851697921753,1.4909045696258545
6,0.616216242313385,1.2195155620574951,0.4893617033958435,1.352736473083496
7,0.6432432532310486,1.1765590906143188,0.5106382966041565,1.430423378944397
8,0.6756756901741028,1.0289236307144165,0.4680851101875305,1.3735651969909668
9,0.6594594717025757,0.9999002814292908,0.5957446694374084,1.2857555150985718
10,0.6972972750663757,1.011926293373108,0.5531914830207825,1.2547047138214111
11,0.7513513565063477,0.8835448622703552,0.5319148898124695,1.3747974634170532
12,0.7189189195632935,0.8624605536460876,0.6170212626457214,1.2630528211593628
13,0.7783783674240112,0.8234351277351379,0.5957446694374084,1.2371548414230347
14,0.7513513565063477,0.8075544238090515,0.6382978558540344,1.2466069459915161
15,0.7513513565063477,0.7497096061706543,0.6170212626457214,1.2325578927993774
16,0.7945945858955383,0.6981745362281799,0.6595744490623474,1.2168853282928467
17,0.8054053783416748,0.7063742280006409,0.5957446694374084,1.230188250541687
18,0.816216230392456,0.6732094287872314,0.5744680762290955,1.196689248085022
19,0.8324324488639832,0.6411122679710388,0.6382978558540344,1.2000223398208618
20,0.8594594597816467,0.6222810745239258,0.6595744490623474,1.1650606393814087
21,0.8756756782531738,0.5833883881568909,0.6382978558540344,1.209501028060913
22,0.8756756782531738,0.5300233960151672,0.6595744490623474,1.1964445114135742
23,0.9135135412216187,0.484194815158844,0.6382978558540344,1.190840721130371
24,0.8702702522277832,0.5034381151199341,0.6595744490623474,1.1751511096954346
25,0.8648648858070374,0.4727782905101776,0.6170212626457214,1.2328203916549683
0,0.3586956560611725,2.305917739868164,0.40425533056259155,1.8735851049423218
1,0.4728260934352875,1.688541293144226,0.4893617033958435,1.648112177848816
2,0.532608687877655,1.4381362199783325,0.5319148898124695,1.6091899871826172
3,0.5869565010070801,1.3023360967636108,0.4893617033958435,1.5555514097213745
4,0.6086956262588501,1.2246365547180176,0.5106382966041565,1.5190684795379639
5,0.64673912525177,1.1407054662704468,0.5531914830207825,1.4176931381225586
6,0.679347813129425,1.0751821994781494,0.5531914830207825,1.4301120042800903
7,0.70652174949646,0.9935125112533569,0.5957446694374084,1.389487624168396
8,0.7228260636329651,0.9178182482719421,0.5957446694374084,1.3545682430267334
9,0.79347825050354,0.7955586910247803,0.6382978558540344,1.3504736423492432
10,0.7989130616188049,0.7457540035247803,0.6170212626457214,1.3115509748458862
11,0.8369565010070801,0.721129298210144,0.6595744490623474,1.2662272453308105
12,0.8478260636329651,0.6358477473258972,0.6170212626457214,1.2825562953948975
13,0.8260869383811951,0.6361519694328308,0.6382978558540344,1.307611107826233
14,0.89673912525177,0.5859706997871399,0.6170212626457214,1.3028621673583984
15,0.8695651888847351,0.544125497341156,0.5957446694374084,1.217581033706665
16,0.885869562625885,0.46574488282203674,0.6595744490623474,1.3022284507751465
17,0.9130434989929199,0.4618392288684845,0.6170212626457214,1.2210605144500732
18,0.9402173757553101,0.3737015128135681,0.6595744490623474,1.3539081811904907
19,0.9347826242446899,0.38538309931755066,0.6382978558540344,1.2147390842437744
20,0.929347813129425,0.38136205077171326,0.6382978558540344,1.2873812913894653
21,0.9239130616188049,0.3660794496536255,0.6170212626457214,1.2676939964294434
22,0.95652174949646,0.31224995851516724,0.6170212626457214,1.266108751296997
23,0.9619565010070801,0.2855767607688904,0.6170212626457214,1.3856878280639648
24,0.95652174949646,0.2677887976169586,0.6595744490623474,1.2291390895843506
